unix_ms,unity_time_s,frame_idx,condition,target_name,status,status_info,success_tracked,success_extended,pos_x_m,pos_y_m,pos_z_m,quat_x,quat_y,quat_z,quat_w,cam_pos_x_m,cam_pos_y_m,cam_pos_z_m,cam_dist_m,gt_pos_x_m,gt_pos_y_m,gt_pos_z_m,gt_quat_x,gt_quat_y,gt_quat_z,gt_quat_w,trans_err_cm,rot_err_deg,jitter_cm,jitter_deg,frame_dt_ms,fps,state_update_ms,registration_ms,e2e_since_vuforia_ms,dropped_this_frame,dropped_frames_total,unity_alloc_mb,gfx_driver_mb,graphics_memory_mb,tracking_optimization,motion_hint,tracking_mode,world_center_mode
1787287675514,1.04468966,1,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.400000006,0,0,0,1,,,,,1044.6897,0.957222104,0,,,1,1,462.016296,421.639923,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287675724,1.25947928,2,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.400000006,0,0,0,1,,,,,214.789627,4.65571833,0,,,1,2,473.724609,601.515991,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287675735,1.27245736,3,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.400000006,0,0,0,1,,,,,12.9780836,77.0529785,0,,,0,2,473.861267,605.422241,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287675738,1.27556551,4,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.400000006,0,0,0,1,,,,,3.108042,321.745972,0,,,0,2,473.809479,594.755615,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287675739,1.27721429,5,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.400000006,0,0,0,1,,,,,1.64883304,606.489563,0,,,0,2,473.855957,594.755615,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287675740,1.27799404,6,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.400000006,0,0,0,1,,,,,0.779707968,1282.53149,0,,,0,2,473.902496,594.755615,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287675741,1.27867055,7,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.400000006,0,0,0,1,,,,,0.676541984,1478.10486,0,,,0,2,473.948242,594.755615,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287675742,1.2792747,8,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.400000006,0,0,0,1,,,,,0.604124963,1655.28662,0,,,0,2,473.994659,594.755615,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287675742,1.27996218,9,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.400000006,0,0,0,1,,,,,0.6875,1454.54541,0,,,0,2,474.040894,594.755615,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287675744,1.2813096,10,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.400000006,0,0,0,1,,,,,1.347458,742.138184,0,,,0,2,474.085999,594.755615,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287675745,1.28317666,11,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.400000006,0,0,0,1,,,,,1.86708391,535.594543,0,,,0,2,474.132111,594.755615,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
