unix_ms,unity_time_s,frame_idx,condition,target_name,status,status_info,success_tracked,success_extended,pos_x_m,pos_y_m,pos_z_m,quat_x,quat_y,quat_z,quat_w,gt_pos_x_m,gt_pos_y_m,gt_pos_z_m,gt_quat_x,gt_quat_y,gt_quat_z,gt_quat_w,trans_err_cm,rot_err_deg,jitter_cm,jitter_deg,frame_dt_ms,fps,state_update_ms,registration_ms,e2e_since_vuforia_ms,dropped_this_frame,dropped_frames_total,unity_alloc_mb,gfx_driver_mb,graphics_memory_mb,tracking_optimization,motion_hint,tracking_mode,world_center_mode
1787287155740,2.60759163,488,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.701875031,1424.75513,0.701904297,,430.464508,0,3,451.290771,599.431396,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155740,2.60828328,489,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.69166702,1445.78235,0.691652298,,431.156158,0,3,451.335693,599.431396,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155741,2.60902286,490,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.739625037,1352.0365,0.739574432,,431.895721,0,3,451.372803,599.431396,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155742,2.60969949,491,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.676582992,1478.01526,0.676631927,,432.572357,0,3,451.406342,599.431396,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155743,2.6103797,492,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.680249989,1470.04773,0.680208206,,433.252563,0,3,451.446289,599.431396,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155743,2.61098289,493,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.603042006,1658.25928,0.603199005,,433.855774,0,3,451.4617,599.431396,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155744,2.61167693,494,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.694041014,1440.83704,0.694036484,,434.549805,0,3,451.460052,599.431396,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155744,2.61228323,495,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.606334031,1649.25598,0.606298447,,435.156097,0,3,451.507355,599.431396,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155745,2.61299133,496,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.708041012,1412.34753,0.70810318,,435.864197,0,3,451.554626,599.431396,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155746,2.61368394,497,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.692584038,1443.86816,0.692605972,,436.556824,0,3,451.601929,599.431396,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155746,2.6142776,498,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.59375,1684.21057,0.593662262,,437.150482,0,3,451.649231,599.431396,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155747,2.61488962,499,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.611957967,1634.09912,0.612020493,,437.762512,0,3,451.696411,599.431396,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155748,2.61568999,500,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.800374985,1249.41431,0.80037117,,438.562866,0,3,451.743835,599.431396,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155749,2.61639714,501,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.707167029,1414.09314,0.707149506,,439.27002,0,3,451.790558,599.431396,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155749,2.6172328,502,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.835624993,1196.70911,0.83565712,,440.105682,0,3,451.828827,599.431396,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155750,2.61811471,503,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.881916046,1133.89478,0.881910324,,440.987579,0,3,451.687683,599.431396,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155751,2.61911225,504,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.997624934,1002.38074,0.997543335,,441.985138,0,3,451.462402,595.431396,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155762,2.62032795,505,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1.21579206,822.509094,1.21569633,,443.200836,0,3,452.042786,642.372803,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155766,2.63194799,506,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,11.6200418,86.0582123,11.6200447,,454.820862,0,3,451.936066,642.372803,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155767,2.63466501,507,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2.71695805,368.058685,2.71701813,,457.537903,0,3,451.769073,642.372803,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155768,2.63560247,508,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.937458038,1066.71448,0.937461853,,458.475342,0,3,451.638367,642.372803,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155769,2.63641119,509,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.808791995,1236.41187,0.80871582,,459.284058,0,3,451.612091,642.372803,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155769,2.63718915,510,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.777958035,1285.41638,0.777959824,,460.062012,0,3,451.621796,642.372803,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155771,2.63840485,511,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1.21566701,822.593689,1.21569633,,461.27771,0,3,451.569061,632.118896,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155771,2.63921714,512,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.812207997,1231.21167,0.812292099,,462.090027,0,3,451.565155,629.189209,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155781,2.64010549,513,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.888417006,1125.59753,0.888347626,,462.978363,0,3,451.098907,630.361084,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155783,2.6505084,514,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,10.402792,96.1280365,10.4029179,,473.381287,0,3,451.111328,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155784,2.65213776,515,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1.62954104,613.669739,1.62935257,,475.01062,0,3,451.144745,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155785,2.65321708,516,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1.07916701,926.640625,1.07932091,,476.089966,0,3,451.147827,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155786,2.65420294,517,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.985917032,1014.28412,0.985860825,,477.075806,0,3,451.193878,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155787,2.65520668,518,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1.00379097,996.223328,1.00374222,,478.079559,0,3,451.240906,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155788,2.65609932,519,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.892459035,1120.49963,0.89263916,,478.972198,0,3,451.28595,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155789,2.65700269,520,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.903416038,1106.90979,0.903367996,,479.875549,0,3,451.324646,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155790,2.65790367,521,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.901042044,1109.82617,0.90098381,,480.77655,0,3,451.371521,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155791,2.65878177,522,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.878125012,1138.79004,0.878095627,,481.654633,0,3,451.417816,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155792,2.65959144,523,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.809750021,1234.9491,0.809669495,,482.464325,0,3,451.464294,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155793,2.66039872,524,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.807125032,1238.96545,0.807285309,,483.271606,0,3,451.511322,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155793,2.66121364,525,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.814958036,1227.05713,0.814914703,,484.086517,0,3,451.55835,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155794,2.6619904,526,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.776749969,1287.41553,0.776767731,,484.863281,0,3,451.605377,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155795,2.66280651,527,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.816083968,1225.36414,0.816106796,,485.679382,0,3,451.648834,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155796,2.6637001,528,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.89370805,1118.93372,0.893592834,,486.572968,0,3,451.679474,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155799,2.66449046,529,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.790250003,1265.42224,0.79035759,,487.363342,0,3,451.732086,643.544678,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155800,2.66728067,530,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2.79020786,358.39621,2.79021263,,490.153564,0,3,451.777649,643.544678,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155800,2.66810679,531,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.826250017,1210.28748,0.826120377,,490.979675,0,3,451.822998,643.544678,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155801,2.66890025,532,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.793291986,1260.56982,0.793457031,,491.773132,0,3,451.870026,643.544678,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155802,2.66970062,533,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.800374985,1249.41431,0.80037117,,492.573486,0,3,451.917053,643.544678,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155803,2.6705029,534,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.80241698,1246.23486,0.802278519,,493.375793,0,3,451.905304,643.544678,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155804,2.67141676,535,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.913832963,1094.29187,0.913858414,,494.289642,0,3,451.943176,630.361084,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155804,2.67219043,536,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.773582995,1292.68604,0.773668289,,495.063293,0,3,451.990173,630.361084,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155805,2.672997,537,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.806625009,1239.7334,0.806570053,,495.869873,0,3,452.035797,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155806,2.67368388,538,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.686792016,1456.04492,0.686883926,,496.556763,0,3,452.082397,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155807,2.67438483,539,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.700999975,1426.53357,0.700950623,,497.257721,0,3,452.129272,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155807,2.67508149,540,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.696667016,1435.40601,0.696659088,,497.954376,0,3,452.1763,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155808,2.67600274,541,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.921208024,1085.53113,0.92124939,,498.87561,0,3,452.224091,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155809,2.67666936,542,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.666624963,1500.09375,0.666618347,,499.542236,0,3,452.270569,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155810,2.67738509,543,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.715749979,1397.13586,0.715732574,,500.257965,0,3,452.317596,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155810,2.67808104,544,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.696083009,1436.61023,0.695943832,,500.953918,0,3,452.364624,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155811,2.67879105,545,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.709999979,1408.45068,0.710010529,,501.66391,0,3,452.411652,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155812,2.67947197,546,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.680750012,1468.96802,0.680923462,,502.344849,0,3,452.458679,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155812,2.68019652,547,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.724709034,1379.86414,0.724554062,,503.069397,0,3,452.505707,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155813,2.68110299,548,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.90645802,1103.19507,0.906467438,,503.975861,0,3,452.552704,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155814,2.68190765,549,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.804624975,1242.81494,0.804662704,,504.780518,0,3,452.599731,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155815,2.68269014,550,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.782416999,1278.09082,0.782489777,,505.563019,0,3,452.646606,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155816,2.68338299,551,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.692915976,1443.17639,0.692844391,,506.255859,0,3,452.693634,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155816,2.6841433,552,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.760291994,1315.28418,0.760316849,,507.016174,0,3,452.740265,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155817,2.68489385,553,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.750624955,1332.22314,0.750541687,,507.766724,0,3,452.786774,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155818,2.68569803,554,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.80400002,1243.78113,0.804185867,,508.570923,0,3,452.833832,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155819,2.68638062,555,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.682792008,1464.57495,0.682592392,,509.25351,0,3,452.880859,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155819,2.68708611,556,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.705290973,1417.85449,0.705480576,,509.958984,0,3,452.927887,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155820,2.68778968,557,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.703666985,1421.12671,0.703573227,,510.662567,0,3,452.974915,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155821,2.68848395,558,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.694375038,1440.14392,0.694274902,,511.356842,0,3,453.021942,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155821,2.68918657,559,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.702417016,1423.65576,0.702619553,,512.059448,0,3,453.068939,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155825,2.69271469,560,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,3.52812481,283.436676,3.52811813,,515.587585,0,3,453.045166,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155826,2.69393492,561,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1.2203331,819.448425,1.22022629,,516.8078,0,3,452.682129,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155827,2.69479799,562,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.862999976,1158.74854,0.863075256,,517.670898,0,3,452.718567,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155828,2.69559383,563,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.796000004,1256.28137,0.795841217,,518.466736,0,3,452.765625,629.775146,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155829,2.69640064,564,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.80675,1239.54138,0.806808472,,519.273499,0,3,452.812531,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155829,2.69718504,565,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.784375012,1274.90039,0.784397125,,520.057922,0,3,452.859589,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155830,2.69788599,566,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.700958014,1426.61902,0.700950623,,520.75885,0,3,452.903076,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155831,2.69869375,567,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.807708979,1238.0697,0.807762146,,521.56665,0,3,452.933685,628.603271,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155834,2.69948959,568,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0.795874953,1256.47876,0.795841217,,522.362488,0,3,452.986328,643.544678,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787287155835,2.70249057,569,rear_visible_static,iPhone16ProMax,NO_POSE,INITIALIZING,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,3.00104094,333.217712,3.00097466,,525.363464,0,3,453.031891,643.544678,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
