unix_ms,unity_time_s,frame_idx,condition,target_name,status,status_info,success_tracked,success_extended,pos_x_m,pos_y_m,pos_z_m,quat_x,quat_y,quat_z,quat_w,cam_pos_x_m,cam_pos_y_m,cam_pos_z_m,cam_dist_m,gt_pos_x_m,gt_pos_y_m,gt_pos_z_m,gt_quat_x,gt_quat_y,gt_quat_z,gt_quat_w,trans_err_cm,rot_err_deg,jitter_cm,jitter_deg,frame_dt_ms,fps,state_update_ms,registration_ms,e2e_since_vuforia_ms,dropped_this_frame,dropped_frames_total,unity_alloc_mb,gfx_driver_mb,graphics_memory_mb,tracking_optimization,motion_hint,tracking_mode,world_center_mode
1787288222952,1.06774461,1,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.400000006,0,0,0,1,,,,,1067.74463,0.936553538,0,,,1,1,457.354675,421.75058,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787288223171,1.2900548,2,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.400000006,0,0,0,1,,,,,222.310242,4.49821806,0,,,1,2,469.477509,601.626648,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787288223182,1.3038286,3,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.400000006,0,0,0,1,,,,,13.7737083,72.6020889,0,,,0,2,469.554504,605.532898,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787288223185,1.30654299,4,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.400000006,0,0,0,1,,,,,2.71449995,368.391968,0,,,0,2,469.618103,594.866272,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787288223186,1.30811346,5,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.400000006,0,0,0,1,,,,,1.57045805,636.756897,0,,,0,2,469.654907,594.866272,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787288223187,1.30895078,6,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.400000006,0,0,0,1,,,,,0.837292016,1194.32642,0,,,0,2,469.701324,594.866272,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787288223188,1.30973828,7,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.400000006,0,0,0,1,,,,,0.787540972,1269.77515,0,,,0,2,469.747742,594.866272,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787288223188,1.31031954,8,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.400000006,0,0,0,1,,,,,0.581166983,1720.67578,0,,,0,2,469.794128,594.866272,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787288223189,1.31092513,9,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.400000006,0,0,0,1,,,,,0.605666995,1651.07227,0,,,0,2,469.840637,594.866272,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787288223190,1.31172597,10,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.400000006,0,0,0,1,,,,,0.800749958,1248.82922,0,,,0,2,469.886688,594.866272,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787288223192,1.3142488,11,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.400000006,0,0,0,1,,,,,2.52283287,396.379791,0,,,0,2,469.932343,594.866272,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787288223193,1.31502926,12,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.400000006,0,0,0,1,,,,,0.780457973,1281.29895,0,,,0,2,469.978668,594.866272,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787288223194,1.31562006,13,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.400000006,0,0,0,1,,,,,0.590834022,1692.52271,0,,,0,2,470.025085,594.866272,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787288223194,1.31622553,14,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.400000006,0,0,0,1,,,,,0.605499983,1651.52759,0,,,0,2,470.07135,594.866272,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787288223195,1.31682575,15,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.400000006,0,0,0,1,,,,,0.600249946,1665.97253,0,,,0,2,470.117401,594.866272,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787288223196,1.31741989,16,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.400000006,0,0,0,1,,,,,0.59404099,1683.38538,0,,,0,2,470.163727,594.866272,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787288223196,1.31801355,17,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.400000006,0,0,0,1,,,,,0.59375,1684.21057,0,,,0,2,470.207733,594.866272,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787288223197,1.31865931,18,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.400000006,0,0,0,1,,,,,0.645667017,1548.78589,0,,,0,2,470.253418,594.866272,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787288223198,1.3196094,19,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.400000006,0,0,0,1,,,,,0.950167,1052.44653,0,,,0,2,470.298798,594.866272,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787288223198,1.32021749,20,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.400000006,0,0,0,1,,,,,0.608040988,1644.62585,0,,,0,2,470.344391,594.866272,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
1787288223199,1.32083011,21,rear_visible_static,iPhone16ProMax,NO_POSE,NOT_OBSERVED,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.400000006,0,0,0,1,,,,,0.612625003,1632.31995,0,,,0,2,470.390778,594.866272,38338,DEFAULT,ADAPTIVE,CAR,DEVICE
